9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-04-16 23:29:39|2020-04-16 23:27:38|2020-04-16 22:25:22
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, атм;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
16.04.2020 23:29:40;0;0;0;0;0;0;0;0;0;98,8;63,6;36,2;89,1;92,1;41,3;0;0;0;
16.04.2020 23:29:41;0;0;0;0;0;0;0;0;0;98,8;63,6;36,2;89,1;92,1;41,3;0;0;0;
16.04.2020 23:29:42;0;0;0;0;0;0;0;0;0;29,9;29;26,3;68,8;24,4;77,5;-0,01922222;-0,01127778;0,02011111;
16.04.2020 23:29:43;0;0;0;0;0;0;0;0;0;29,9;29;26,3;68,8;24,4;77,5;-0,01922222;-0,01127778;0,02011111;
16.04.2020 23:29:44;0;0;0;0;0;0;0;0;0;12,1;64,3;58,1;14,2;44,4;73,2;0,01961111;-0,03033333;-0,002388891;
16.04.2020 23:29:45;0;0;0;0;0;0;0;0;0;12,1;64,3;58,1;14,2;44,4;73,2;0,01961111;-0,03033333;-0,002388891;
16.04.2020 23:29:46;0;0;0;0;0;0;0;0;0;52,4;19;51,7;74,7;35,6;52,6;-0,02516667;0,03361111;-0,01144444;
16.04.2020 23:29:47;0;0;0;0;0;0;0;0;0;52,4;19;51,7;74,7;35,6;52,6;-0,02516667;0,03361111;-0,01144444;
16.04.2020 23:29:48;0;0;0;0;0;0;0;0;0;53,2;85,6;13,6;95,3;94,5;8,5;0,037;0,01144445;-0,0245;
16.04.2020 23:29:49;0;0;0;0;0;0;0;0;0;53,2;85,6;13,6;95,3;94,5;8,5;0,037;0,01144445;-0,0245;
16.04.2020 23:29:50;0;0;0;0;0;0;0;0;0;47,3;17,2;88,6;9,5;15,5;43,1;-0,038;-0,04766667;0,01922222;
16.04.2020 23:29:51;0;0;0;0;0;0;0;0;0;47,3;17,2;88,6;9,5;15,5;43,1;-0,038;-0,04766667;0,01922222;
16.04.2020 23:29:52;0;0;0;0;0;0;0;0;0;48;94,3;0,4;76,9;10,5;53,3;0,04283334;0,03744445;0,005666667;
16.04.2020 23:29:53;0;0;0;0;0;0;0;0;0;48;94,3;0,4;76,9;10,5;53,3;0,04283334;0,03744445;0,005666667;
16.04.2020 23:29:54;0;0;0;0;0;0;0;0;0;8,7;86,3;56,1;22,4;3;11,8;-0,004444445;-0,03027778;-0,02305556;
16.04.2020 23:29:55;0;0;0;0;0;0;0;0;0;8,7;86,3;56,1;22,4;3;11,8;-0,004444445;-0,03027778;-0,02305556;
16.04.2020 23:29:56;0;0;0;0;0;0;0;0;0;81,1;27,8;40,5;22,6;68,7;41,1;-0,0325;0,0001111115;0,01627778;
16.04.2020 23:29:57;0;0;0;0;0;0;0;0;0;81,1;27,8;40,5;22,6;68,7;41,1;-0,0325;0,0001111115;0,01627778;
