9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-04-16 23:41:07|2020-04-16 23:40:09|2020-04-16 23:39:46
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, атм;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
16.04.2020 23:41:08;0;0;0;0;0;0;0;0;0;83;98,1;77,1;68,6;37,8;75,9;0;0;0;
16.04.2020 23:41:09;0;0;0;0;0;0;0;0;0;83;98,1;77,1;68,6;37,8;75,9;0;0;0;
16.04.2020 23:41:10;0;0;0;0;0;0;0;0;0;40,1;95,8;79,5;40,9;61,1;40,8;-0,001277775;-0,01538889;-0,0195;
16.04.2020 23:41:11;0;0;0;0;0;0;0;0;0;40,1;95,8;79,5;40,9;61,1;40,8;-0,001277775;-0,01538889;-0,0195;
16.04.2020 23:41:12;0;0;0;0;0;0;0;0;0;77,5;82,9;95,1;2;0,8;57,9;-0,007166667;-0,02161111;0,009500002;
16.04.2020 23:41:13;0;0;0;0;0;0;0;0;0;77,5;82,9;95,1;2;0,8;57,9;-0,007166667;-0,02161111;0,009500002;
16.04.2020 23:41:14;0;0;0;0;0;0;0;0;0;50,7;12,7;97,6;92,1;84,1;36,1;-0,039;0,05005556;-0,01211111;
16.04.2020 23:41:15;0;0;0;0;0;0;0;0;0;50,7;12,7;97,6;92,1;84,1;36,1;-0,039;0,05005556;-0,01211111;
16.04.2020 23:41:16;0;0;0;0;0;0;0;0;0;0;11;99,5;71,8;90,1;40,6;-0,0009444443;-0,01127778;0,0025;
16.04.2020 23:41:17;0;0;0;0;0;0;0;0;0;0;11;99,5;71,8;90,1;40,6;-0,0009444443;-0,01127778;0,0025;
16.04.2020 23:41:18;0;0;0;0;0;0;0;0;0;15,2;89,9;95,5;77,8;16,6;94,4;0,04383333;0,003333333;0,02988889;
16.04.2020 23:41:19;0;0;0;0;0;0;0;0;0;15,2;89,9;95,5;77,8;16,6;94,4;0,04383333;0,003333333;0,02988889;
16.04.2020 23:41:20;0;0;0;0;0;0;0;0;0;91,9;24,1;93,5;98,2;93,4;85,2;-0,03655555;0,01133333;-0,005111114;
16.04.2020 23:41:21;0;0;0;0;0;0;0;0;0;91,9;24,1;93,5;98,2;93,4;85,2;-0,03655555;0,01133333;-0,005111114;
16.04.2020 23:41:22;0;0;0;0;0;0;0;0;0;15,8;9,2;69,9;8;49,2;91,5;-0,008277779;-0,05011111;0,003500002;
16.04.2020 23:41:23;0;0;0;0;0;0;0;0;0;15,8;9,2;69,9;8;49,2;91,5;-0,008277779;-0,05011111;0,003500002;
16.04.2020 23:41:24;0;0;0;0;0;0;0;0;0;65,4;91,3;26,1;40,9;40,7;32;0,04561111;0,01827778;-0,03305556;
16.04.2020 23:41:25;0;0;0;0;0;0;0;0;0;65,4;91,3;26,1;40,9;40,7;32;0,04561111;0,01827778;-0,03305556;
16.04.2020 23:41:26;0;0;0;0;0;0;0;0;0;20,9;90,8;14;40,9;68,6;26,7;-0,0002777778;0;-0,002944444;
16.04.2020 23:41:27;0;0;0;0;0;0;0;0;0;20,9;90,8;14;40,9;68,6;26,7;-0,0002777778;0;-0,002944444;
16.04.2020 23:41:28;0;0;0;0;0;0;0;0;0;76,4;68,3;5,6;38,9;25,6;71,1;-0,0125;-0,001111111;0,02466667;
16.04.2020 23:41:29;0;0;0;0;0;0;0;0;0;76,4;68,3;5,6;38,9;25,6;71,1;-0,0125;-0,001111111;0,02466667;
16.04.2020 23:41:30;0;0;0;0;0;0;0;0;0;45,3;99,7;66,3;0,7;10;76,6;0,01744444;-0,02122222;0,003055556;
16.04.2020 23:41:31;0;0;0;0;0;0;0;0;0;45,3;99,7;66,3;0,7;10;76,6;0,01744444;-0,02122222;0,003055556;
16.04.2020 23:41:32;0;0;0;0;0;0;0;0;0;64,3;52,5;19,2;12,3;76,3;74,8;-0,02622222;0,006444444;-0,0009999975;
16.04.2020 23:41:33;0;0;0;0;0;0;0;0;0;64,3;52,5;19,2;12,3;76,3;74,8;-0,02622222;0,006444444;-0,0009999975;
16.04.2020 23:41:34;0;0;0;0;0;0;0;0;0;66,2;91,9;61,7;7,9;6,3;98,8;0,02188889;-0,002444444;0,01333333;
16.04.2020 23:41:35;0;0;0;0;0;0;0;0;0;66,2;91,9;61,7;7,9;6,3;98,8;0,02188889;-0,002444444;0,01333333;
16.04.2020 23:41:36;0;0;0;0;0;0;0;0;0;14,4;74,3;49,1;63,4;56,8;25,7;-0,009777777;0,03083333;-0,04061111;
16.04.2020 23:41:37;0;0;0;0;0;0;0;0;0;14,4;74,3;49,1;63,4;56,8;25,7;-0,009777777;0,03083333;-0,04061111;
16.04.2020 23:41:38;0;0;0;0;0;0;0;0;0;80,3;51;55,5;66,8;21,8;25,1;-0,01294445;0,00188889;-0,0003333335;
16.04.2020 23:41:39;0;0;0;0;0;0;0;0;0;80,3;51;55,5;66,8;21,8;25,1;-0,01294445;0,00188889;-0,0003333335;
16.04.2020 23:41:40;0;0;0;0;0;0;0;0;0;79,6;76,8;83,6;98,7;62,7;49,5;0,01433333;0,01772222;0,01355556;
16.04.2020 23:41:41;0;0;0;0;0;0;0;0;0;79,6;76,8;83,6;98,7;62,7;49,5;0,01433333;0,01772222;0,01355556;
16.04.2020 23:41:42;0;0;0;0;0;0;0;0;0;25,2;64,7;81,3;49,5;76,5;88,2;-0,006722226;-0,02733333;0,0215;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;64,9;68,4;61,9;6,8;24,4;51,3;0,03322222;-0,018;-0,01405555;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;64,9;68,4;61,9;6,8;24,4;51,3;0,03322222;-0,018;-0,01405555;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;64,9;68,4;61,9;6,8;24,4;51,3;0,03322222;-0,018;-0,01405555;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;64,9;68,4;61,9;6,8;24,4;51,3;0,03322222;-0,018;-0,01405555;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;64,9;68,4;61,9;6,8;24,4;51,3;0,03322222;-0,018;-0,01405555;
16.04.2020 23:41:51;0;0;0;0;0;0;0;0;0;21,9;81,8;42,8;40,6;20,3;59;0,007444446;0,01877778;0,004277778;
16.04.2020 23:41:53;0;0;0;0;0;0;0;0;0;21,9;81,8;42,8;40,6;20,3;59;0,007444446;0,01877778;0,004277778;
16.04.2020 23:41:53;0;0;0;0;0;0;0;0;0;21,1;97,5;30,6;94,1;32,7;99,4;0,008722221;0,02972222;0,02244445;
16.04.2020 23:41:54;0;0;0;0;0;0;0;0;0;21,1;97,5;30,6;94,1;32,7;99,4;0,008722221;0,02972222;0,02244445;
16.04.2020 23:41:55;0;0;0;0;0;0;0;0;0;91,1;67,4;29,1;12,2;82,7;41,6;-0,01672222;-0,0455;-0,03211111;
